FIP_ID,STATE,COUNTY,79_SAMPLEDLANDWATER_ACRES,79_SE,79_SE_PERCENT,79_PLOT_COUNT,2_FORESTLAND_ACRES,2_SE,2_SE_PERCENT,2_PLOT_COUNT,20_NETSAWLOGVOLSAWTMBR_BRDFT,20_SE,20_SE_PERCENT,20_PLOT_COUNT,14_NETMERCHBOLELIVETREES_CBFT,14_SE,14_SE_PERCENT,14_PLOT_COUNT,203_AVGNETGROWTHSAWTMBR_BRDFT,203_SE,203_SE_PERCENT,203_PLOT_COUNT,1203_AVGANNGROSSGROWTHSAWTMBR_BRDFT,1203_SE,1203_SE_PERCENT,1203_PLOT_COUNT,227_AVGREMOVALSAWTMBR_BRDFT,227_SE,227_SE_PERCENT,227_PLOT_COUNT,98_CARBONLIVEABOVEGRND_MT,98_SE,98_SE_PERCENT,98_PLOT_COUNT
55087,WI,Outagamie,409808.85,34244.85,8.36,136,66552.25,13044.98,19.60,30,334759124.26,92136818.81,27.52,21,115586725.25,27681301.60,23.95,30,12441044.93,3235527.23,26.01,21,15503759.25,3744657.06,24.15,21,5446547.83,3426287.22,62.91,4.0,1349537.66,306641.35,22.72,30
55089,WI,Ozaukee,141509.53,20500.56,14.49,47,23292.52,7618.58,32.71,12,75938209.61,37995457.55,50.03,7,30423525.94,12177263.27,40.03,12,2026895.10,1004404.70,49.55,6,2548163.73,1193143.38,46.82,6,,,,,391722.01,149266.89,38.11,12
55091,WI,Pepin,160592.27,22099.96,13.76,51,62583.83,12851.24,20.53,25,341153310.39,78787318.37,23.09,24,121955767.91,25681603.06,21.06,25,12071812.08,3365915.44,27.88,24,15865248.84,3880796.12,24.46,24,4338009.17,2582241.24,59.53,3.0,1504560.27,316887.74,21.06,25
55093,WI,Pierce,397895.27,34195.05,8.59,128,108116.88,16805.28,15.54,47,370639553.20,79213154.20,21.37,33,156696097.13,28953512.79,18.48,43,9669595.87,3562624.99,36.84,32,16301445.63,3477905.02,21.33,32,1325144.29,1201192.72,90.65,2.0,2023774.24,361041.03,17.84,47
55095,WI,Polk,637607.99,43211.25,6.78,197,287117.05,28305.73,9.86,106,1452939477.60,194371917.14,13.38,86,486988904.76,56726531.72,11.65,103,36146459.97,7477724.42,20.69,84,53307074.43,6930767.50,13.00,85,13405996.11,4997306.49,37.28,11.0,6205402.98,706789.56,11.39,106
55097,WI,Portage,524809.84,39572.24,7.54,166,178288.85,21862.11,12.26,74,984004060.14,155455374.50,15.80,61,322178093.24,44577676.78,13.84,73,34804814.11,6375982.05,18.32,61,43611829.72,6915188.87,15.86,61,17249483.43,6040954.01,35.02,10.0,3716187.57,502912.23,13.53,74
55099,WI,Price,846031.39,48577.58,5.74,262,628595.57,40916.30,6.51,223,1635349020.66,174196807.60,10.65,155,717140444.79,59673283.69,8.32,207,59081714.23,6820856.10,11.54,165,74543358.46,7050518.79,9.46,165,22131806.99,5396576.62,24.38,25.0,8968235.57,705035.93,7.86,223
55101,WI,Racine,224338.17,25740.40,11.47,74,19779.43,7052.18,35.65,10,42342455.37,19701686.90,46.53,8,22501860.84,9894254.55,43.97,9,189753.74,2112923.59,1113.51,9,2876668.14,1321410.03,45.94,9,358161.33,357703.48,99.87,1.0,299465.81,125322.96,41.85,10
55103,WI,Richland,349339.66,32156.51,9.20,111,173335.97,21720.83,12.53,62,818750981.25,135138425.12,16.51,51,281601490.68,40887881.72,14.52,61,28482192.12,6036962.28,21.20,49,35922898.92,5957457.51,16.58,49,2811591.17,1637962.49,58.26,3.0,3516901.28,493315.19,14.03,62
55105,WI,Rock,474848.87,36709.32,7.73,158,74924.54,13466.65,17.97,39,427025018.81,111266717.62,26.06,26,142107196.35,30505131.81,21.47,37,11237023.62,4343978.27,38.66,29,17800219.22,4744848.71,26.66,29,1425448.29,1358457.24,95.3,1.0,1784685.21,376674.96,21.11,39
55107,WI,Rusk,589241.74,42087.55,7.14,181,414651.18,34249.98,8.26,140,1418345226.37,179322383.04,12.64,112,567365522.08,56303878.46,9.92,137,50882093.82,6908134.44,13.58,112,62202726.66,7372181.47,11.85,112,19490832.07,5934044.45,30.45,17.0,7175509.68,681920.84,9.50,140
55109,WI,St. Croix,488607.18,37629.74,7.70,158,136703.02,18521.30,13.55,59,569218730.58,117432346.78,20.63,40,211226307.67,35905178.64,17.00,58,17313414.19,5631901.10,32.53,42,25449202.27,5289891.52,20.79,42,2495152.02,2501049.6,100.24,1.0,2505208.84,401217.86,16.02,59
